id,ddG_INPS3D,url
8F,-1.2093735,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=51ab4314-f51e-45ba-ae7c-da981a3683d8
8R,0.8749725,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e31ae1ac-1e6d-476d-877b-c205356d0aea
9F,-2.625695,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=1797d75d-8d16-40a3-839f-0907ff6be51a
9R,1.509346,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=137c3bb8-3a6e-4a41-8760-a534fb0bfaef
10F,-0.07511725,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=3fadb4cd-4f63-4421-b8a5-c0937c88a0eb
10R,-0.33663075,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=78b2035b-4ecf-4373-ad7a-1f77c618a904
11F,-1.452225,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=afa73b9f-07fb-4131-99c2-afa95bed3033
11R,1.323245,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=732ca22f-02a0-46e1-92c8-f9364bce1e70
12F,-3.06819,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=72e23fd5-b959-4ad8-ba32-7fdeeaf0774c
12R,2.117435,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=05ea68c9-ec8c-4687-a00e-79fbd1ed5cc1
13F,-1.2063035,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=69d0e98f-09b0-4041-af3c-9fcbb8429ef8
13R,0.8889975,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0af5cb75-3117-4db9-9902-80bae1d68d54
14F,0.2615445,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fe986efc-3144-4ae8-9e73-d44adf161e68
14R,-1.094925,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=1bef18e2-8669-4b6f-b119-8575e89901c0
15F,-0.67574,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=54c72d5e-b0ce-44cb-9d7a-c444e59d07ab
15R,0.2226675,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2ab52f9f-9e6a-4945-aea0-64421b5081cb
16F,-2.437575,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b7f5d2f6-9b7a-4301-a60f-c6291a72029d
16R,1.5282375,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=9a88004a-00a3-4fb2-83e6-63bf7b45cb8c
17F,-0.5558765,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=36073e6a-190a-4f21-9180-632f33451f41
17R,0.120466,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=c0c842f6-2765-4b5e-8cef-93f3e70b67d1
18F,-0.561749,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e5c74c48-1e45-44b2-849f-18f93414dec6
18R,-0.1845605,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a293eba2-6631-42aa-b6e0-f1c350b1bc45
19F,-0.5199685,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=12c3b5b5-076e-4705-b556-63caba23819a
19R,0.0566495,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fa0ac573-3c37-4a86-b2b3-65e6a842485a
20F,-0.738532,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=db70a0f0-5337-4c62-bc63-d65fbca441ae
20R,0.025871,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=068165dc-d9cd-4dfc-87de-39db82f6991d
21F,-1.26607,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=09aab374-ad1a-412f-ac66-f6c191ac3334
21R,0.7942065,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=89d6a657-0a16-4d8a-a7e0-9761f3322212
22F,-1.20731,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=9794e95b-0316-433e-97a5-0021ca6662ec
22R,1.0118195,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2211623d-7578-4b00-9d5e-93a3501ef28c
23F,-0.258699,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b9f929ac-54a9-4645-93f8-cf860e496000
23R,-0.662038,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5082c5ab-6928-43e9-ac6b-4ffac9391976
24F,-0.162223,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a79f45e7-7ef9-4db6-a42b-6484191a042e
24R,-0.544901,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5ac2773d-e217-471a-9fbc-40af1f8177df
25F,-0.499169,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ab22f282-8157-44cd-a108-63d5ce7f2836
25R,-0.0008325,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8e787222-248d-4577-bc62-0bde0f44845e
26F,-0.2591085,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b735c727-11f5-4c5e-af48-4ffbd18c5ac0
26R,-0.7279335,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=23f1aac5-e114-4686-81d1-78f219b99198
27F,-0.737672,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=49465cf6-95c8-4f17-97d2-54d53e4034a3
27R,-0.048453,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0d724f80-8605-4592-9394-a4bc13585028
28F,-0.982652,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=4e05daf6-8edc-4eff-b21f-e83dc4380b69
28R,0.4506085,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=bac75883-e6b4-4539-a79f-c2f0a32eae24
29F,-0.640426,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f08631f9-f5b4-4c4d-a44f-3b9a66c76e0d
29R,0.0513645,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=786c6310-9998-4814-9e49-1eb2228fbe7c
30F,-0.41149845,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5a35394c-f475-49e5-a9f7-5e6514da94ac
30R,-0.2627384,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=4a4821f9-7ab4-4ee4-8882-5e7ebb6198be
31F,-0.31663125,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8780aeb3-f354-4699-80b2-a0fbed6423bb
31R,-0.237728,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=694c5477-e1fb-402d-9591-69aea4e5d7d4
32F,-1.0747385,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=9a5b9aad-1804-4598-ad13-d72eb5b8aa88
32R,0.548323,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2556fb4b-ba64-41c5-98c1-ba21fac84253
33F,0.30327375,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=dae00957-d503-477e-9fd0-d35b662c91b8
33R,-1.0961715,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d644c099-2ccc-47f8-a136-6f9cbbfbb013
34F,-0.1215365,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fc2598fa-4fd1-4923-9eec-5076e014a130
34R,-0.1999855,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b5c29544-9a0b-46f4-ab3a-7750940d8fd9
35F,0.043505,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f52fc92b-a406-4b62-bf85-a5f327f6b4a4
35R,-0.850358,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0eb08063-8cbd-4c5b-ae7f-db504f1e4e22
36F,-2.49665,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f4c5fb62-a8ca-4155-9f66-a490b35f21d9
36R,2.37891,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5a5c1d9b-6f88-4a70-9aea-204d557b2f2b
37F,-0.836204,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e4af0c81-42d8-413e-add8-86958893628c
37R,0.4461525,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=000805c8-75be-4b5a-8304-921aa62c38a1
38F,0.2704885,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a74039b7-4dd5-411e-b435-30e34709ef73
38R,-0.4051715,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=91b0a62f-6894-43bb-9cc8-20a4ea89fa72
39F,-0.634697,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=1037e5b9-7a35-4d0f-bdf8-7afc1bc4cb80
39R,0.5098385,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b51e1c65-0013-48bc-95a3-d64455b9b546
40F,0.1407845,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=61810066-18ff-484c-ad4f-170526f181df
40R,-0.5843575,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b2e9445f-0c04-43ef-a8ec-d69292f5d4eb
41F,-0.302513,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a75cf4be-5731-4fb7-9da1-d57105c7bb07
41R,-0.047797,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=671b5b28-1c6b-4c34-b331-6edd5a24d971
42F,-0.73578,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a868ce2e-d5b9-49ee-beef-d469d3f4f038
42R,0.2219655,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0a731ccd-a597-43d9-a54e-ab8b110aa9ea
43F,-1.145565,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2c5ccd0c-0a51-4e66-ae34-99718d81f536
43R,0.256832,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5fe15ad0-1b5f-45ec-b99b-842d85cf7ef1
44F,-0.600511,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b5d46d48-868b-4d4b-b105-d37d0d925820
44R,0.028974,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=75856657-6bc4-4e81-9bdd-ad4a63c8b7bd
45F,-0.605574,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b511e48c-fc62-4d95-a23c-2a17e8a06141
45R,-0.1386715,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=cd2763e5-2968-430e-b060-a268c3ef1b6d
46F,-0.3665755,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=66a5a22f-97ee-47d1-b030-8a9a02dfa78f
46R,-0.0381685,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=cd38f53b-eabd-45c9-9b53-b4296cc325d8
47F,-0.35281645,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=753eb853-10dd-4186-af00-6258ee26a994
47R,-0.12399475,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6ae0e47e-a51c-42c8-8946-11821cb280f5
48F,0.951889,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5dfa7468-aead-453b-b105-0a0535fe4be0
48R,-1.200075,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fb93a333-6e88-4e37-80e8-09540ca88958
49F,-1.3203555,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=9bf6baf7-d108-404f-8114-47e70b5e0187
49R,-0.05954855,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8a28a09f-ad30-4555-902f-3512d14bd1ad
50F,-0.8099715,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8bf1b7f1-5810-4065-9d10-daadece763d5
50R,0.3260505,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5a988c43-c345-402d-9160-37c0e27f3933
51F,-1.122535,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e22c39ca-88c7-4a07-ab53-9be9a53e44b5
51R,0.5416025,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8050ebeb-8399-47e3-92c1-32cbd882b719
52F,-1.85502,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f143664f-334c-42e8-b42a-2c03d782f639
52R,0.70535135,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=3b327981-e14c-4c32-9236-af6c3cfc529c
53F,-1.853195,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=be6df919-4804-470d-aa40-91b9e1622216
53R,0.615535,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b49806de-7b09-4ae3-936a-ea5cfb937e98
54F,-0.259317,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=740ec30a-9291-44de-88f6-fa42299da56b
54R,-0.349915,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=18de255f-cd9f-4ab1-9191-9688e17fbd2d
55F,-0.0800625,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0b8ab404-7393-4a4f-8a64-26fafa4e4cde
55R,0.122756,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=4c41e0a0-4769-443b-a095-98abe36864c2
56F,-0.578794,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8df00282-a93b-4e01-95b8-00da793e391e
56R,0.3013595,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ea5bfffd-70e9-4522-847d-62abcc7921f8
57F,-0.2339115,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b0570522-b86d-41a7-9294-d32bc261ce95
57R,-0.5827905,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=c5d01233-0c80-49a5-bc11-9bc304f74b91
58F,-0.4090315,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=baef2c91-be55-4ecd-9a6f-a0b5ca163d9a
58R,0.5823625,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=085cb553-04db-402e-991f-3bee1ce86ce2
59F,-0.3488005,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2346efa3-7865-448e-94cf-c1c28369866f
59R,0.23965775,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=37e97bdb-1c63-4a44-9aab-15a192cdf3ff
60F,-0.497937,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=faf9f2fd-8b2c-48fd-873f-f9a02f69c320
60R,0.378534,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=611c2213-5a90-4b6e-bf8f-6004164d6ba7
61F,-3.32856,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fcdb8058-7cd3-4e35-b406-38589ed6312a
61R,2.53787,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=1d748da6-05c7-441b-b9bf-370aa7914fb5
62F,-2.09299,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d7230f4d-4a4b-4a7e-b987-9ea1177becba
62R,1.373985,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b8f552f4-3650-4ad1-ab3f-f87e1060cb16
63F,-2.462565,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fc117c21-ad99-40f7-8c2b-246a20f022ae
63R,1.3765915,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=78699f70-cf73-4631-afa9-93dda9a4a138
64F,-0.154292,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=3aa0978e-08ae-4c38-85d3-aa8fb27d1fb4
64R,-0.0206749,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8f2130f5-dede-4e17-8a1c-95082be1ce6f
65F,-0.39009555,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=85d013d4-f0f6-4009-9a8a-af07267ce0c3
65R,-0.1679016,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5c9a00d1-c4f4-4b58-b557-b87f82cc4f68
66F,0.175032,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=898755c8-aa36-4aa5-a483-956df11e2bf8
66R,-1.0299345,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=faec93b4-7a9f-433d-b85b-e4dad1052835
67F,-0.50868955,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=440ba16b-0939-40a7-b4f4-0f07a90ee858
67R,0.00886665,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=76ff5196-2ebd-4f03-98c9-f0307754468d
68F,-0.347302,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ae73b51c-ee82-4d52-8e4e-6e6722b07c07
68R,-0.5267505,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8b97f720-2788-4508-a41a-4f2f9e7abf66
69F,0.1541665,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d7da7a63-db54-4fe0-bb62-340e4159bc06
69R,-0.27418605,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8bf05784-bbde-4f12-9843-5f153ce8c2e3
70F,0.7634,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8dbb7b7e-a524-4c10-b93b-b78d1c1b1c2d
70R,-0.835389,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a36628be-b369-4d05-aca8-2ea9b08b7fe3
71F,0.553369,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b8613c99-c9c1-4d10-9f14-2a2f4331234d
71R,-0.824006,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=018cf915-3101-4e2e-8c0d-82810601b6e7
72F,-0.015110645,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=df4ecfa7-e3cd-45db-8270-301ee8f56583
72R,-0.254589305,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=da05c67f-2133-4f9e-8678-64cebe53fa1f
73F,-0.0101784,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a9d42dfc-ebf7-4c05-9955-ccd54028a7c4
73R,-0.1776546,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=4edbf409-2a58-41bd-be8d-f3a05af09f10
74F,-0.3382415,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=1c0c55cc-1483-4b92-927f-ae543edd1f3a
74R,-0.182653,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=9f2fc97e-7385-4af3-a643-46a8e0126bc9
75F,0.1624582,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=35af5728-7ee4-435e-a2e4-4c8800cb30d5
75R,-0.432777,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=223c9730-57b7-45fb-82ea-2aba2cbbb169
76F,-0.06006465,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=c694ca8e-ff1c-4486-88e9-bd45e51c18aa
76R,0.0262429,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=397ce4c3-13b1-403b-be1f-eaddd4a81bb9
77F,0.5238565,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=74c36a12-942d-4ef8-b30e-6491b81513df
77R,-0.884258,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5ec8ad56-25ee-485b-96a4-d1a5b579eff8
78F,-0.22239865,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=1b400f79-00eb-401e-b104-f4d7f8c430fb
78R,-0.326261375,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=77b9888e-0ce9-43fe-909d-1e8e8a0f6477
79F,0.14022025,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f32831aa-cd5e-402f-a919-ab63646d6c13
79R,-0.2060935,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=82328e6f-a065-4ed3-b5dd-e389cbc5eb94
80F,0.6014785,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=788989a6-3f8e-434a-a422-5cb816c68537
80R,-0.7074225,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=7052f88a-1641-4692-a8be-c7522ed61752
81F,-1.4604615,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=c4773575-101b-4d68-8218-c6e1bf992c70
81R,0.276395,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a3d138cc-beae-476c-a9cb-71ce41282999
82F,-0.280143,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e88bd68b-3c06-448d-8fa1-41b61c9877a1
82R,-0.6913745,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0061ccbf-ad8b-48b6-bb71-31b34d934571
83F,-0.33201455,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d831e933-cdee-46b8-9781-3a4cbe56dddd
83R,-0.030621,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b5872005-4067-43ca-86a2-4059d11f92d9
84F,-1.2233215,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a205b8b7-164b-48ef-861a-1880d2e76fa7
84R,0.251089,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=cfa92fe1-8213-4321-a2aa-fa087d8da199
85F,-0.45061885,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=75290bce-13e6-405d-ae0a-a70e21e1005e
85R,-0.1929985,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=9d79e881-839f-4d77-bd0b-dcb1f0fdd676
86F,-3.0231,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=983c4402-bd5a-41c1-9ad7-f68b8fc82ef3
86R,2.230735,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=595a0fd5-6923-4ffa-83f1-b7b40622569f
87F,-2.71695,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6fd44c9b-c827-48a0-bb01-0567ae8fd3ad
87R,1.92267,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=df208fc5-8f8f-454e-b9de-b085cbc992f8
88F,-1.0797565,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5b7741a6-9c01-4f38-8736-51075a04ab58
88R,0.9493405,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e6938b89-0fa2-4a35-95f5-cf179731ddcc
89F,-0.9906935,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=bf8ea527-0c80-4ac6-bde0-b353ac52b48d
89R,1.0096955,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=dcdc0ed6-d004-44d0-94dc-1b6f28e09b87
90F,-1.75718,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=959f4c6b-eaff-4133-988a-9f282d075095
90R,1.462286,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=1b906a9b-4274-4130-92f0-e1c960425e56
91F,-0.812201,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=272d816a-95c6-464b-8a0f-ea0b840757d1
91R,0.868063,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=227da3cb-a620-47cb-be8e-f86edb79c448
92F,-0.6168255,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2ac38f20-4253-4627-b8b9-42f6e09aac2e
92R,0.30494855,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=3a8df6e0-69b6-4d3e-a9e9-a35590c9ccee
93F,-0.7735855,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ddd3dd7a-23fa-49bd-aadc-b9911642b7a6
93R,1.414105,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2994eab3-feb8-40fd-bb07-0c15c1d435e8
94F,-0.47778555,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a3fe68bc-cd7d-40d1-8f7b-b0697d302ac4
