id,ddG_PremPS,url
105,0.66,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072314310954747868949
106,0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072314354889377811796
107,2.96,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072314465724073565043
108,-0.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072314510473512025219
109,1.82,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072314561384424381984
110,0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315013672585476579
111,-0.72,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315050537759779780
112,2.75,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315091095905599447
113,0.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315134915206566225
114,2.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315190280148582126
115,0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315233566819954725
116,0.97,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315280925260173666
117,0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315323927990388227
118,0.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315355907864562580
119,1.65,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315411086090988359
120,0.89,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315481003822971409
121,-0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315531516543930137
122,0.68,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072315582456572065583
123,2.84,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316033743767291803
124,0.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316084419865636085
125,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316113603162051444
126,0.98,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316161732996297297
127,0.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316285652335113550
128,1.64,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316330711285699198
129,0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316383428984713899
131,0.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316435660455907799
133,0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316491689760191450
135,2.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072316551379947074861
137,1.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317003128468490553
138,0.77,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317050796214656149
139,-0.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317101813406458534
140,1.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317145737165352416
141,1.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317194606878872026
142,0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317253376308147971
143,1.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317301095513792150
144,0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317342092656866293
145,-0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317385832685724059
146,0.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317432872652979600
147,0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317484766884814989
148,0.41,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072317534527900983733
149,0.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318055678619180671
150,2.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318102972458890741
151,0.41,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318165326416472793
152,0.8,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318221325923793000
153,0.48,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318263231778849624
154,0.89,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318290817479477627
155,-0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318343649484104257
156,0.67,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318390287037853547
157,2.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318435299148702849
158,1.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318501343025883979
159,2.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072318543968568498882
161,-0.59,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319003313914153065
162,0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319052646124378025
163,2.91,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319104000428564752
164,2.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319160666940004851
165,0.6,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319202922673807435
166,1.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319255094201716214
167,0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319312911381125232
168,-0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319355085133226240
169,3.69,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319404568436663001
170,2.98,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319453757189049727
172,2.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319500701717889284
173,-0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319553641546336821
174,0.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072319595701982033654
175,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072320045347993050428
176,-0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072320102310277406899
177,-0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072320144382215364407
178,0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072320172006336213805
179,-0.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072320221756822749823
180,0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072320263916191510942
181,0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072320305900227535338
182,0.85,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072401585831188847890
183,0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072402060637613535846
184,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072402132127672927390
185,-0.47,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072402214048579142639
186,1.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072402430036971287200
187,0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072402472644430322541
188,0.47,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072402540766579851646
189,0.59,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072405125228570908268
6,-0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072411414692033355597
7,0.69,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072411471712262117280
12,2.53,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072411524581457429096
15,3.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072411571652225040662
17,0.53,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412015633532409566
18,1.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412124497921793176
19,0.87,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412185338700240330
24,0.46,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412234546347161843
28,1.96,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412281192475821940
46,0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412334965171259498
48,2.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412365950268441194
58,-1.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412404988592130600
69,-0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412450719751810972
70,1.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412532826765112714
71,4.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072412575735272201713
79,2.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072413032094790148331
84,3.56,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072413085713822233426
92,-0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072416350221448429746
93,0.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072416393987267195567
96,2.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072416441884319590969
97,2.55,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072416500285312723658
134,2.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072416581942708471767
136,0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417024640904288441
160,0.57,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417052572107208215
191,-0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417110901400076461
192,0.57,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417163872791091478
194,-0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417211329849609602
198,0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417283647217820685
199,2.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417315386292131888
200,0.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417373292589448225
202,0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417443003374345338
204,0.99,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417492269110579753
205,0.52,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417524223498105304
206,1.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072417551381172484376
210,0.92,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072418010654823072826
193,-0.46,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072606404747947472365
195,1.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072606453734193592227
196,0.79,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072606500584109778943
197,1.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072606554309647155129
203,0.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607010223166997286
208,-0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607060102765384813
209,2.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607110282577337958
211,0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607163127045566446
214,0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607224517209243904
215,0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607283607713314929
216,2.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607334949609729940
217,2.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607374763918837190
218,1.7,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607421357343469507
219,0.98,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607472203635292613
220,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607520043661933187
221,0.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072607574861711436800
222,0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072608030263276550757
223,-0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072608084595914486020
224,0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072608150775358281380
225,0.48,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072608184493825536800
226,1.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072608214181486900975
227,0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072608262260430807850
228,0.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072608392464957821484
229,1.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072608555006196099041
230,0.86,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072609125084426660468
231,0.64,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072609265276468742969
232,1.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072609362300037162189
233,0.79,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072609513815309569443
234,0.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610020264824766829
235,0.79,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610062966069695608
237,2.56,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610103028117516606
238,-0.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610142600200671567
239,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610163053548547775
240,2.74,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610212513798324088
241,-0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610262131180038393
242,0.55,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610311844764533282
243,-0.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610364963168595012
244,-0.8,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610422194842078653
245,3.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610464807378839920
246,-0.8,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610521870670197184
247,0.59,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072610590208638042518
248,1.91,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611035597817130887
249,0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611110859352289572
250,0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611145684052302748
251,-0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611180991112375705
252,0.84,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611223911717336903
253,0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611270394381846693
254,1.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611320099715738908
255,0.57,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611362173726698712
256,-0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611393477104510043
257,2.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611443125379260853
259,1.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072611513693928068566
260,0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612033587542377034
261,2.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612101792118581804
262,3.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612173897425911563
263,-1.88,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612220778554838167
264,0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612263984779591376
265,1.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612304195952416643
267,-0.56,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612344899767419135
268,-0.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612380465403223421
269,0.56,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612444922627294327
270,0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612510142639828939
271,0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612553649163946089
272,-0.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072612585159925857959
273,0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072613045031808981736
274,1.71,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072613091823406485073
275,1.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072613135020164898302
276,-1.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072613262205126389935
277,1.74,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072613374811010210744
279,-2.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072613424077288628819
280,0.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072613490635854096474
281,0.74,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072613542544771350594
282,-0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072613582828226663696
283,0.69,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614031167234289470
284,0.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614063981495150549
285,1.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614111625553176122
286,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614153663775252497
287,0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614200833633296397
288,1.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614240082056358179
289,0.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614334474314178117
290,0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614383057936527753
291,0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614415414685894907
292,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614464832139239917
293,1.59,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614512929337554809
294,-0.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072614583111582438154
295,0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072615362540839423564
296,0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072615424996391193729
297,1.57,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072615485001654808605
298,1.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072615541655688411806
299,-0.71,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616011993449549408
301,0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/2021072616083247654350525/set_mutations
302,2.41,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616142423683038714
305,0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616203292081362299
306,0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616265653307690019
307,-0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616304519871922205
308,0.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616331295506672139
309,-1.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616382075304936040
310,1.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616443432514458926
311,0.68,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616482064078555430
312,2.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072616534876709313795
313,-0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072617000530177165736
314,0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072617052423536946982
315,0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072617095662666682859
316,0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072617145994394004281
317,0.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072617195813628868433
318,0.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072617234957960061664
319,-0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072617283567773481000
320,1.89,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072617322813433304101
321,0.6,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072617365903783860865
201,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072708523935907511387
207,2.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072708584674914475616
212,0.91,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072709053810708431518
213,0.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072709133451872873867
236,1.59,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072709242546390795493
303,1.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072709332686974630084
304,0.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072709444717201187426
324,0.51,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072709511429423069320
325,2.6,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072709561395386463463
328,0.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072710020475068461597
329,0.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021072710070748428720186
