id,ddG_INPS3D,url
27,-0.8719555,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5bf4c604-77ec-452b-bcc4-2d82c27fb03d
28,0.0740526,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=23a218f2-8aad-4c04-ab98-b56dff60c66c
29,0.4973219,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=9222a9e5-6664-40c7-baf6-c58c658ab352
30,0.08495945,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=40167913-570d-4982-87e4-f198d5d2e8f8
31,0.9390135,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0bdd52c3-bdb7-4eae-b500-67f42af8c039
32,-0.1202345,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=40d90b06-1af4-4aa3-8cca-1c1b7972353e
33,-0.2954125,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6142e4f0-e52f-423f-a0a1-cf967e02bf43
34,0.334555,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a1b1ecb4-3232-4322-aed5-9c5cbca94558
35,-0.407511,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=04b78f6b-59ad-4c56-ac28-cb84a062e5f6
36,-0.45102197,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fc851565-fdc3-42fc-8f16-887b3556b3ef
37,-0.561749,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=7a07e442-8097-43eb-9286-2fffcc28dc3b
38,0.64391,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8b3ea6d6-58c6-46ac-866a-9b87f3b95a85
39,-0.738532,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=c01396c4-5687-4d91-ba97-3ed0bca39d8a
40,-0.695686,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f60104db-05e9-461a-9892-b94214b95e56
41,-0.1660038,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=11a450a9-3b8e-402e-9da2-8c606846dad9
42,-0.6283565,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2b73f9a5-242d-4dc5-a9e5-01fc6538e925
43,-0.9505235,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a390ce7a-d570-4a03-9ca7-4e10e82f4d7d
44,-3.11001,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d379b382-e8f0-496e-8956-5c45572cbac8
45,0.12926825,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e4e6a9ca-61d2-4755-bca8-413322d8a76a
46,-0.3091738,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e802f508-a280-405e-aaf9-d4c26b0cdadd
47,-0.08511975,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8f3318c8-4da1-448d-836b-e10489a151e1
48,-0.36043965,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=be96b081-6700-4995-8265-d659eade0928
49,-1.5051685,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=7ea5b88e-2017-4b4f-bb9f-68c39e14eb19
50,-0.8043205,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=56524c69-a8a8-4d0f-bb35-b0fb03e4e03d
51,-3.020435,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2ea064ec-9f1b-4d39-bad9-ff1cf8a61556
52,-1.0366085,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8d1384b4-040b-445a-bb69-5e20d285c7e7
53,-0.498408,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a0fb99a9-5cdf-4fc5-9441-94addf293b49
54,-1.173975,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ec3808c1-e6b5-43c0-99b3-4270917e346d
55,-0.9903815,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=c1722018-59ed-49f2-af7f-e45f1fb18d3e
56,-1.544455,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ec922dcb-89c5-4c70-8a59-73ba9f614b6e
57,-0.8534715,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=4efc9bcc-955f-448f-a4c3-1a24f1a2915e
58,-0.725586,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0308ba40-1955-4dbc-bb83-de08e210ae00
59,-1.78845,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0e245abd-d84a-4c41-97d8-c7141291abf2
60,-2.700165,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=769f0fa1-fca2-4e24-a8b4-5c6eb41ea67d
61,0.06095285,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=11a23450-6475-498f-a326-c19462d5c709
62,-0.5954485,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b0a96a19-55ae-40bd-8c57-53794160f8d3
63,-2.93951,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=11e6ec51-1e2b-4b6d-b122-4ed34cceac35
64,-0.6843685,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0556858c-d7f9-4ae1-9a78-3d0391a96464
65,-2.710885,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=626f49fa-1b41-4768-b820-b54dec4a0de4
66,-0.71895,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=aad3bfe2-fa37-4240-8cde-9216c97a281a
67,-0.7539445,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=45aa34bb-9263-43b5-a4c0-ca157e7b9670
68,-0.4102225,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8003a48a-c3cc-4719-84cf-bd315b94f69a
69,-1.50634,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=be67c7cc-ffc5-44e3-aca4-a71026a5d7c3
70,-0.715156,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6ab97793-7708-43ac-86b1-50ccf466334d
71,-1.165552,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8568b815-1e81-4da7-a69f-49954dc39f24
72,-1.81969,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=92159b82-147e-4e66-9c4c-7ebe13efbe88
73,-2.72347,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6e6913d1-ee8b-4778-8536-4429504b2fee
74,-2.0216,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2a8a6cab-cf16-464d-bcf6-0570fc61560e
75,-0.5296676,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=290b8e1d-8fee-4cc4-901c-99a3a46085f0
76,-1.5028295,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=94899a1b-5f60-4d95-a07c-7fcd431d6091
77,-1.4504,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f08b24ca-f832-4ca2-bd5a-190c56d3e788
78,-1.610515,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a4c5e761-19a3-4cce-bf41-c3d955c0f6b8
79,-1.133835,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f23e74f8-c674-42a2-abde-e9a3146191c5
80,-0.6260825,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e89ceb06-b107-4c1d-8469-bb6138af33a1
81,0.25383485,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ba5791f9-a5c4-4138-98a3-e4c40fc171c4
82,-0.6552005,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=7f36f522-3bf6-42d8-962e-24185fe02006
83,0.59876455,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6c04b4b1-66e9-4310-9621-000770df8da0
84,-0.894018,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=eed4e1a0-b2fa-468d-b441-c4fc50ed65c5
85,0.1340955,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=cf117216-4a55-48bb-8ab4-4a8519175fb1
86,-0.4018045,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=822b64dc-511a-420a-8842-3415380476f5
87,-1.160595,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fbf80e67-c319-4073-81d9-8f2ca39dea8b
88,0.3007725,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6fb71333-fe83-412f-ab01-5303d997585c
89,-0.258699,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=825d318e-8dd5-4345-8e48-550af778a92a
90,-0.0540825,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=81cf8c76-98f0-43be-8d05-1d4622920790
91,-0.94552655,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6de77ec3-03e5-47c7-a9ab-b0fe2dd3bc5b
92,-1.222285,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=de7c5d57-7136-4737-a539-e163c13dccdc
93,-0.864528,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=63ea9e2c-851d-415f-8c4f-866e8c4c7e07
94,-1.8236,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a0fc61b9-2385-4752-b03d-747ee06196dd
95,-0.2641306,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=21d76760-b6d3-4c3b-84d9-b3df90543cb9
96,0.362764,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6deb8f77-c475-4d7d-98b6-5cc8682909ee
97,-1.2112845,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5efc9c95-4db1-4794-9d7e-ab0e5a51ef86
98,-0.737672,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=4a0180b5-8512-48e7-93d7-d0e7f5005c72
99,-0.815344,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=c5f25107-d077-4798-9a1b-5ae0e8f9d425
100,-0.370023,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=20ff06ff-84bf-48e4-be41-cbf3e9604265
101,-0.5799565,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=335b559c-b800-4198-96b6-8d8dd93f0ea2
102,-1.40664,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=976dc0d0-731a-4ce9-be7c-3412cfa025ac
103,-0.274165,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d944274d-e8e0-4eb6-b75a-60d8b87828ea
104,-0.39864245,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8b80293c-f54c-4c9f-94eb-8561782311c5
105,-0.6307095,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d643b194-a755-4f2a-a7cf-59ea93bd95c9
106,-0.1215365,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=04ed65f6-c0a3-45ab-91a0-c6d2786a72c8
107,-0.277753,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=acf7e9d6-3b3b-4c81-a8eb-604d56a8c115
108,-0.836204,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b918bd78-7b1f-40a4-a37c-7ca1629fdf3a
109,-0.2930375,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b8d43ad2-0674-49c5-8b6a-cb314bf1e208
110,-0.7878235,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=56c9cce3-1991-497b-a96b-bc6d7ad63b23
111,-0.1238787,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ed3ec371-84e0-4a0a-8c6a-e35b4118574d
112,-0.775286,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a02bbc73-e937-4436-becb-ad7f0d53f754
113,-0.081464,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=4ed3680b-0761-4ff0-b8c6-fd5f3bbd2348
114,-0.1681818,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=7abc450b-3a4f-45b7-85f0-c0ac77e3d7c8
115,-1.52103,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=09f1c5e7-73a0-4079-819f-fb06b29f82cb
116,-0.6506225,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=9fd76c38-a8a5-41d4-a831-585b307eb407
117,-1.2840465,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=323bc084-4d5a-4a29-b307-4218cc5a0b1e
118,-1.55697,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=afe62fcc-f079-4ee9-a4f6-f0759c870fe3
119,-1.556195,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2e701c35-ca71-4cd4-8db3-89f483276377
120,-0.36637775,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6a55a135-526a-426f-8fa3-3cce49daee59
121,-0.595677,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=426e59c4-df41-4f56-a48e-8e50e5d7442f
122,-1.69514,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=dcbe7dd9-b80d-457f-b3f3-e47889530da7
123,-0.586591,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=298fb395-46c8-4895-834e-63d71ac90dc4
124,-1.0915595,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=961ebd33-cbfb-4171-b74b-08bc372b4543
125,-0.2418845,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d55037c4-b061-4f2e-a065-cb9b3c240d03
126,0.09082465,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f64b182b-e0f7-4860-8773-481fd1968cc0
127,-1.138437,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=06189029-7f99-43d7-a61d-a88975dba654
128,-0.911953,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=eac322b2-35d7-4b30-8c67-c3688e1ad012
129,-0.4614105,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=0d9b1bad-72f2-4b3d-815c-1350825cbb18
130,-0.495938,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=04bfc246-f843-4b3d-b174-e4afbeb17e57
131,-1.758605,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=b96a1061-1d07-44d5-8a95-7f3d157ab530
132,-2.198335,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e0c5dfef-684a-4d6c-ad4d-d0540ce400f1
133,-0.2262535,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2d95019a-ee29-4b5b-91ad-459d7e10fdb4
134,0.1244095,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6f5bd3c6-70d7-4ef1-85f6-4166604e7866
135,0.270631,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=273a0d42-8f22-4a03-ae72-4180c47d92c8
136,-1.561865,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8ecf681d-cc20-4b7f-81d7-d6171877ae72
137,-0.445006,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=3b3778f7-56a4-4a1d-8aa0-0d2e8f7d5eea
138,-0.647461,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=01902943-0fdc-434f-bbe6-76bd13c87eb4
139,-0.10461065,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=33e570cf-a671-4d12-a4db-169d7fe13c40
140,0.06846152,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=7cc2b954-3123-4d15-848e-68a000839342
141,-0.4969095,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a6da0c68-f94f-4d7c-8041-cc1ab68eef63
142,-1.0063845,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2d98b2d1-8af6-4030-ba2d-36bbefa98239
143,-1.332485,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=69b873de-ba3b-40da-87bb-a78dfd962438
144,0.292774,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=028a6989-ba25-4b7d-8dd8-eaf9b4195888
145,-1.175762,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fe6367bd-cb72-490d-a62f-4977e3f89f66
146,-0.9372925,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=03bee05c-1490-446a-99fe-204cdf221569
147,-2.976375,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a06b5299-185c-4f34-9182-e83ff3c6ab01
148,0.01188,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f84be335-7873-4796-8b39-ae5242c745e5
149,-0.6073395,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=04fc116a-5380-4c0b-997a-d42417b7b615
150,-0.5132805,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=730b7ae4-1950-41fd-b650-98a5a66385bf
151,-1.0238315,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e5da1e5d-976b-4d23-93fd-5669006b811a
152,-0.1870076,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=5a871f6f-8a63-4f87-86bf-49a5fb11252e
153,-0.1633105,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=1ff09d9a-4d00-4d05-887b-679413234311
154,-0.08230157,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=621ff0bb-af0c-4302-ab00-e99e5097ae09
155,-0.6640525,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=1e809b6d-0932-47cd-a657-4805145a2267
156,0.381731,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=32d4de3b-b17b-44f8-908f-8ed08bf7fa83
157,0.852852,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=76ed3128-9805-4c5f-a88f-74a3b0937a87
158,1.3336385,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=81185cf3-9ec9-4908-a475-1732b1becd0a
159,0.8360695,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=f19cebd3-0b55-4bc1-a992-57462d98c9a6
160,-0.3910275,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=043b5d11-2680-4c9a-af1d-c987195ac8a3
161,-0.00702365,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e76526d3-9628-4a8b-9bc0-0394c3c39b85
162,-0.503684,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=68030424-b8f2-4ab0-9d8a-6f5e75212267
163,-1.939625,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fcff9ae3-d67e-475e-a5cc-c29cd338aa8b
164,-2.822125,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=769fe6a3-3cf9-42ff-850a-9337676a7f40
165,-2.619015,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=2f1e5d08-76a4-456d-beaf-8d0e7c46b696
166,0.9059095,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8e42d432-925f-4646-a0e7-3762b684dd0a
167,-1.35418,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6a546dbf-f3de-4da8-8a4e-a03105550707
168,-2.7639,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=e7ea6d94-596b-4de0-b4c6-486261620335
169,-0.385168,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=3d493cef-4f2b-49b0-9776-e6b08def2c80
170,-0.774324,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=be8d73a9-0728-49d8-9441-4dc481072e51
171,-1.974605,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fc679127-c857-4f45-b310-f920be25f999
172,-0.7627005,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ef888b9c-2f22-483b-bc82-9df71f5679e8
173,-1.0800625,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=03e3b05f-c942-467b-90b5-785b45fd2ba9
174,-3.14938,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=c38f6817-7df3-4e34-8712-354a69440b27
175,-2.64639,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=25fb6a3f-899e-406a-86f4-219dcb763b68
176,-0.9970055,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=9af1b4c8-4ad9-4a2b-a9a6-5e80721cb346
177,-1.98611,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=a0ee211b-71cc-4096-9c01-1a85085866be
178,-3.377575,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=fe82ad33-81ee-44fb-ba22-122aab82149d
179,-1.44603,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=ad9f782d-2f0a-467b-829b-29099eb6620d
180,0.147685,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=53677943-e991-4089-a14d-0b9e46020967
181,-0.927738,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=15eda080-9a10-4be1-afac-3ab6b0384fed
182,-0.9324185,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=3f9d7f39-4cda-4526-8fb9-13041016ce18
183,-1.2989455,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=67b4f3fb-321a-43ef-83c3-2053f23ad72e
184,-3.786965,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=cd833887-e76f-4673-b163-f4222afae3e4
185,-1.136625,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d3b36e14-9fd8-4a4b-b772-65a0f01be522
186,-2.695475,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=8ed1d93f-01f7-40de-8e57-f1daf20c7a53
187,-2.583685,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=d677df02-3254-485f-a232-367636c5d388
188,-0.407156,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=64e305bc-7938-4571-a923-552d182e995c
189,-0.81494,https://inpsmd.biocomp.unibo.it/inpsSuite/default/display_results.html?jobid=6f8695ef-b4ab-4509-8734-3fffe53755c4
