id,ddG_MAESTRO,ddG_confidence
213,1.57762,0.75413
214,-0.42287,0.9136
215,0.95984,0.90202
216,0.29385,0.77954
217,1.0553,0.8637
218,1.06315,0.88685
219,3.03491,0.81901
220,-0.47916,0.94119
221,-0.58706,0.85463
222,-0.19513,0.85143
223,0.2169,0.85955
224,-0.28845,0.91175
225,0.18245,0.91568
226,1.15667,0.89669
227,0.27517,0.92226
228,0.70416,0.86375
229,1.05041,0.91528
230,1.60462,0.87799
231,1.789,0.87178
232,2.37634,0.8075
233,-0.31667,0.91379
234,1.4569,0.81497
235,-1.07399,0.86575
236,0.90745,0.90195
237,0.01043,0.94623
238,-0.47711,0.94141
239,-0.00883,0.82728
240,2.79184,0.80008
241,0.33859,0.83256
242,0.33609,0.9111
243,0.24663,0.93387
244,0.44801,0.8691
245,2.2469,0.83715
246,-0.23141,0.89399
247,-0.18496,0.88141
248,3.62928,0.81303
249,0.52525,0.90652
250,0.56904,0.91783
251,-0.53088,0.91445
252,0.25867,0.90658
253,0.54918,0.88351
254,0.62406,0.90877
255,0.57586,0.93168
256,-0.46659,0.89192
258,-0.59159,0.93559
259,-0.33777,0.87712
260,1.74964,0.85178
262,4.77191,0.73894
263,-2.28235,0.74215
264,-0.42397,0.91234
265,1.12833,0.85308
266,2.82862,0.86645
267,-0.28558,0.9294
268,-0.32078,0.96041
269,0.05995,0.85713
270,0.13428,0.93661
271,-0.08357,0.94144
272,-0.40019,0.92618
273,-1.02281,0.92499
274,1.82853,0.87839
275,1.02466,0.78799
276,-0.5981,0.90977
277,0.37526,0.96687
278,3.49106,0.75749
279,-2.07002,0.85459
280,-0.41441,0.90321
281,0.67674,0.91574
282,0.09537,0.88886
283,1.85071,0.87774
284,0.62889,0.88571
285,1.12263,0.78701
286,0.20795,0.92662
287,-0.33357,0.91198
288,-0.56796,0.77833
289,-0.63207,0.92039
290,-0.11338,0.91417
291,2.72681,0.82693
292,-0.77688,0.91193
294,-0.08066,0.91382
295,-0.90696,0.87873
296,-0.10764,0.93187
297,2.46999,0.77066
299,1.02608,0.90914
300,0.79008,0.78848
301,0.55869,0.85043
302,3.17326,0.78465
303,0.28056,0.95618
304,0.65531,0.86211
305,0.7689,0.90716
306,0.09894,0.87392
307,-0.42624,0.90584
308,0.40035,0.89406
309,0.0709,0.85182
310,1.54858,0.85826
311,2.35336,0.82516
312,2.99466,0.80115
313,-0.14578,0.89884
314,-0.1577,0.88612
315,0.24112,0.87809
316,0.27506,0.90311
317,0.35006,0.89721
318,-1.14112,0.79975
319,-0.59637,0.84683
320,0.82134,0.75238
321,0.66764,0.92941
322,-0.35043,0.93018
323,3.00082,0.83979
324,-0.22527,0.90435
325,1.00052,0.88531
326,3.03708,0.83173
327,0.59007,0.84677
328,0.42286,0.87785
329,0.36022,0.89511
330,0.42468,0.87624
331,0.22178,0.90467
332,-0.2769,0.84404
333,-0.35424,0.93957
334,-0.26601,0.89577
335,-0.47138,0.87372
336,4.80436,0.76522
337,1.88482,0.85467
338,0.28395,0.90493
339,-0.52662,0.90132
340,-0.18061,0.9341
341,-0.34789,0.89814
342,-1.28103,0.92132
343,-0.64431,0.94177
344,2.2272,0.865
345,-0.10006,0.90283
346,0.1637,0.89229
347,0.30873,0.8805
348,1.06787,0.84099
349,-0.10662,0.92951
350,0.47291,0.91003
351,2.95156,0.76477
352,0.09793,0.9074
353,-0.54823,0.8707
354,0.02424,0.92598
355,-0.44538,0.92247
356,-0.27263,0.92902
357,0.5025,0.91941
358,-1.1436,0.93703
359,0.21735,0.86958
360,1.99378,0.81379
361,-0.48425,0.982
362,0.78174,0.90558
364,-0.35507,0.89146
365,0.58552,0.9104
366,-0.47013,0.89311
367,0.04511,0.90264
368,-0.22607,0.91557
369,0.31542,0.88058
370,-1.12044,0.89358
371,1.77705,0.86338
372,0.62584,0.88377
373,3.21834,0.80295
374,1.57402,0.82053
375,-0.2176,0.90955
376,0.54352,0.8372
377,0.49254,0.89121
378,0.20923,0.90088
379,-0.31697,0.90175
380,-0.39958,0.9214
381,-0.39426,0.90701
382,0.7453,0.85378
383,0.69325,0.91336
384,0.20115,0.93855
385,-1.03223,0.81834
386,-1.11821,0.93642
387,0.66735,0.84626
388,0.04046,0.8973
389,-0.04183,0.8997
390,0.29709,0.92493
391,2.00764,0.87121
392,-0.51958,0.88059
393,2.71686,0.81364
394,2.91621,0.81488
395,0.83915,0.9111
396,-0.75105,0.82324
397,0.36652,0.91006
398,0.2463,0.91324
399,-0.3947,0.82244
400,1.7009,0.88301
401,-1.39964,0.93462
402,-0.23695,0.92253
403,-1.04105,0.9053
404,0.12844,0.94025
405,-0.1871,0.90227
406,0.12174,0.8753
407,-1.15995,0.96457
408,-1.3255,0.7387
409,-1.73136,0.75755
410,-0.55674,0.86343
411,0.50928,0.92951
412,2.80718,0.71123
413,0.02333,0.92415
414,-0.14737,0.91755
415,1.19697,0.89926
416,0.21955,0.872
417,1.36307,0.85155
418,0.67828,0.89998
419,-0.62415,0.91784
420,0.06285,0.88154
421,-0.97888,0.83951
422,0.04741,0.92128
423,-0.65696,0.88983
424,1.27728,0.88961
425,-0.38364,0.89798
426,1.23282,0.88367
427,-1.08006,0.89188
428,-0.21031,0.91884
429,-2.10305,0.89008
430,-0.2035,0.90354
431,1.42454,0.89636
432,-0.01094,0.89927
433,-0.98212,0.88842
434,-0.25178,0.89305
435,0.88343,0.91306
436,1.26736,0.91407
437,-0.8966,0.80524
438,-0.43038,0.9243
439,1.61529,0.84152
440,1.04547,0.80386
441,0.69979,0.7723
443,0.0684,0.92353
444,3.56679,0.75463
445,-0.83625,0.88092
446,-1.33947,0.91062
447,0.97047,0.85928
448,0.38406,0.83686
449,-0.57464,0.86266
450,-0.41357,0.92719
451,-0.57434,0.86049
452,-0.61117,0.85843
453,0.23494,0.8853
454,0.03134,0.90964
455,0.36495,0.90381
456,0.74135,0.85418
457,1.9311,0.74388
458,-0.47533,0.85254
459,1.03335,0.91515
461,1.36562,0.88272
462,-0.17346,0.94812
463,-0.28414,0.91032
464,0.52588,0.88398
465,-1.06997,0.84168
466,-1.41955,0.86592
467,-0.12698,0.94134
468,0.96425,0.89765
469,0.12069,0.91782
471,0.43025,0.90263
472,-0.62954,0.85527
474,0.31821,0.89954
475,0.74363,0.88574
476,0.60191,0.77436
477,-0.35252,0.91859
478,-0.64198,0.8889
479,-0.0274,0.89268
480,-0.39041,0.88694
481,-0.61354,0.87899
482,1.85638,0.87242
484,1.94846,0.83138
485,-0.1602,0.90566
486,1.05352,0.86403
487,-0.6264,0.76331
488,0.35366,0.9362
489,-0.08041,0.89924
490,-1.00143,0.91668
491,0.36853,0.88867
492,0.36235,0.8699
493,0.76576,0.89772
494,0.19498,0.83955
495,1.18433,0.79039
496,0.9299,0.86259
497,1.42951,0.82522
498,0.04689,0.82312
499,-0.08416,0.91362
500,1.67212,0.81257
501,1.91735,0.78149
502,1.31679,0.90116
503,-0.2409,0.89268
504,0.10561,0.90511
505,-0.34719,0.83979
506,0.59105,0.73554
507,-0.36132,0.93163
508,-0.32667,0.90327
509,2.04225,0.83549
510,0.13211,0.87044
511,0.43384,0.84294
513,-0.32503,0.82302
514,-0.40394,0.88517
516,1.5785,0.87348
517,1.00184,0.8013
518,0.24819,0.91679
519,0.49603,0.91619
520,0.12864,0.79719
521,-1.14058,0.93087
522,0.4145,0.92606
523,-0.28527,0.88554
524,1.27912,0.86984
525,-0.9979,0.92223
526,2.3406,0.87022
527,0.66113,0.91883
528,-0.06304,0.89687
529,-0.22646,0.92838
530,1.53809,0.85334
531,0.72,0.92789
532,0.06912,0.88208
533,0.01288,0.86119
534,0.01085,0.90587
535,0.29373,0.91902
536,-0.09738,0.89523
537,0.05403,0.86481
538,2.05427,0.78668
539,0.5355,0.81276
540,0.21046,0.92932
541,1.69508,0.7626
542,0.05575,0.89814
543,0.05055,0.90541
544,-0.1518,0.88535
545,0.24449,0.92806
546,-0.80794,0.93566
547,-0.43348,0.84946
548,0.74838,0.88299
549,-0.29957,0.89007
550,-0.23935,0.91336
551,0.83522,0.91649
552,0.42293,0.86326
553,1.31963,0.91297
554,0.24306,0.9009
555,3.86774,0.80546
556,-0.58929,0.91494
557,-0.84403,0.80553
558,2.403,0.83144
559,-0.467,0.89386
561,1.14086,0.86553
562,-0.22257,0.8611
563,-0.25964,0.85944
564,1.4063,0.70118
567,0.46397,0.91747
568,2.21223,0.8456
569,0.57129,0.87642
570,-0.9569,0.91441
571,-1.44833,0.85454
572,-0.9579,0.84107
573,0.96574,0.76994
574,3.31892,0.75775
575,0.28018,0.92672
576,-0.49,0.82928
577,-0.56876,0.93932
578,-0.41547,0.89428
579,-0.36484,0.90898
580,-0.10926,0.9166
581,2.91256,0.77888
582,1.35194,0.82822
583,0.66004,0.88815
584,1.16522,0.86428
585,0.28351,0.92386
586,1.79114,0.82548
587,1.61397,0.82342
588,-0.87876,0.89197
589,1.29875,0.73459
590,0.39003,0.89998
591,0.12469,0.78876
592,1.52126,0.70805
593,0.17833,0.91324
594,0.11148,0.90078
595,0.25531,0.8985
596,-0.16309,0.90644
597,-0.2162,0.97573
599,-0.22036,0.87916
600,0.10953,0.87575
601,1.01284,0.85912
602,-0.73725,0.89493
603,0.0557,0.9104
604,2.99014,0.79246
605,0.21582,0.84329
606,-0.15392,0.93723
607,1.67852,0.78569
608,2.30627,0.86134
609,0.12176,0.9515
610,-0.37048,0.9001
611,0.35126,0.81591
612,2.05092,0.84369
613,-0.52144,0.91916
614,-0.31605,0.88462
615,0.00092,0.89749
616,-0.65404,0.84143
617,-0.8632,0.86011
618,-0.03677,0.88715
619,-0.88376,0.86858
620,0.32098,0.93135
621,0.34764,0.89973
622,1.73588,0.86392
623,1.34969,0.7844
624,-0.63748,0.87218
625,-0.11448,0.93287
626,1.0792,0.90628
627,0.41037,0.79875
628,0.74033,0.82882
629,0.79059,0.86965
630,0.90613,0.86464
631,-0.86837,0.91496
632,-0.26923,0.95905
633,-0.02644,0.89349
634,1.31113,0.85938
635,-0.08507,0.90478
636,0.91311,0.86619
637,-0.83679,0.85568
638,-1.06828,0.86197
639,-0.75239,0.84556
640,1.80876,0.86286
641,1.44512,0.87971
642,1.70361,0.86355
643,1.41441,0.86637
644,1.28647,0.82453
645,-0.45783,0.88447
646,-0.88473,0.87463
647,-0.30535,0.92824
648,-0.0481,0.90664
649,1.20991,0.83064
650,2.77076,0.81788
651,2.05312,0.82899
652,-0.01573,0.9009
653,-0.34543,0.91424
654,0.38062,0.88941
655,-0.53854,0.85135
656,0.20523,0.92604
657,0.67816,0.90219
658,-0.15914,0.87404
659,2.91877,0.82973
660,-0.09682,0.88808
661,0.25956,0.86229
662,1.01099,0.81522
663,1.92728,0.79741
664,0.21047,0.89589
665,1.33173,0.83671
666,-0.49041,0.88043
667,0.22642,0.90169
668,1.14035,0.81013
669,0.806,0.82274
670,2.03157,0.79936
671,0.60951,0.90697
672,0.56863,0.91108
673,0.57982,0.91784
674,0.34712,0.86492
675,0.25446,0.93341
676,0.11881,0.93372
677,2.27092,0.83387
678,1.10666,0.90029
679,0.5181,0.91005
680,0.26874,0.96327
681,0.79937,0.92365
682,-0.22104,0.89633
683,0.51309,0.92005
684,-0.60851,0.92833
685,0.44833,0.91023
686,2.30114,0.77626
687,1.62413,0.77846
694,1.04408,0.78423
695,2.98974,0.77476
696,0.61874,0.86379
697,-0.58359,0.84785
698,2.31755,0.81486
699,2.65805,0.83867
700,-0.38305,0.89265
701,0.12826,0.91975
702,-0.09905,0.92364
703,2.57445,0.81285
704,1.17536,0.87458
705,0.02629,0.89346
706,1.07652,0.88252
707,1.56617,0.81549
708,0.98044,0.91044
709,3.08244,0.7893
710,1.29095,0.85382
711,1.76179,0.88054
712,-1.07628,0.80233
713,0.78093,0.88905
714,0.10392,0.87857
715,0.55014,0.91165
716,0.2415,0.88722
717,0.46659,0.89923
718,-0.01344,0.8623
719,0.93687,0.90744
720,1.46103,0.88676
721,0.20292,0.93531
722,-0.58052,0.86659
723,-0.53449,0.89632
724,0.25967,0.89384
725,0.70096,0.86948
726,1.37608,0.86946
727,1.96655,0.84358
728,1.93892,0.88731
729,-0.11336,0.90126
730,0.31154,0.93601
731,-0.17443,0.90148
732,-1.05377,0.88254
733,0.71116,0.90537
734,1.34134,0.88584
735,1.49364,0.85173
736,0.54542,0.8866
737,0.78015,0.88484
738,0.08802,0.82077
739,-0.05072,0.88125
740,1.54127,0.86786
741,1.54981,0.83716
742,0.24307,0.91498
743,1.05577,0.80415
744,0.21279,0.90693
745,0.01343,0.93416
746,-0.35788,0.94696
747,1.18374,0.85403
748,0.53867,0.93029
749,0.68908,0.88639
750,-0.02582,0.87229
751,0.19657,0.85519
752,0.38865,0.94326
753,1.92059,0.86962
754,0.47498,0.89357
755,0.14906,0.9141
756,-0.16509,0.9447
757,0.30395,0.94688
758,0.55765,0.83028
759,0.11678,0.92332
760,0.92419,0.90895
761,0.53391,0.89667
762,-0.06385,0.8898
763,-0.24372,0.88379
764,-0.15627,0.9106
765,-0.85942,0.92163
766,0.72707,0.87033
767,0.09032,0.92644
