id,ddG_PremPS,url
37R,-0.7,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008064501353529524
38F,0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008115176830665171
39R,-0.53,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008175683552871055
40F,0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008233630677495569
41F,-0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008285648966371918
41R,-0.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008343251814122372
42F,1.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008392958847639656
42R,-0.7,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008442892925990546
43F,1.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008493160380207523
43R,-1.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008543435085086868
44F,1.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071008593170208737951
44R,-0.88,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071009043204827710502
45F,1.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071009093225525071324
46F,0.53,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071009534805033220585
46R,-0.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071009591893650520396
47F,1.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071010041544315493471
47R,-1.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071010094014443058896
48F,-0.51,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071010143250660999962
48R,0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071010194291337738712
49F,0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071010243508393612089
27F,-0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071012474738908675464
28F,1.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071012530745526440467
29R,-0.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071012581330986311265
32R,-1.74,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013031620557869925
33R,-1.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013080927824052607
34F,0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013125559422821488
35R,0.94,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013182731638005554
36R,-3.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013232066518049301
39F,0.82,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013281929616393966
40R,-0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013332670752123111
45R,-0.84,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013382640071617274
49R,-0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013431498072128972
50F,0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013502412718428243
51F,0.41,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071013573304959397081
51R,-0.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014043335036115453
52F,2.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014115681688090688
52R,-1.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014165105234296121
53F,2.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014211385215903601
53R,-1.84,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014253764153956792
54F,0.98,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014300391818223597
54R,-1.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014350452631704990
55F,0.72,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014400866855233884
55R,-0.74,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014443320244967958
56F,0.79,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014485955967211514
56R,-0.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014535560297176511
57F,1.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071014590608284041816
57R,-2.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015034012779730602
58F,-0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015080476582321949
58R,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015130148695592602
59F,0.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015175810336526733
59R,-0.65,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015225374134827497
60F,-0.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015274845013313383
60R,-0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015313435903026372
61F,2.79,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015355643186095855
61R,-2.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015405513446495178
62F,1.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015455454971864517
62R,-1.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015505090540707639
63F,2.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015554569102857266
63R,-2.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071015593663666960411
64F,0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016050876153366863
64R,-0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016093025340493133
65F,0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016135123437058217
65R,-0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016184575337374657
66F,-0.68,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016223235037679220
66R,1.46,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016265625585526654
67F,0.98,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016315646334394089
67R,-0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016365434767518221
68F,0.83,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016415656929610312
68R,-0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016465548360433316
69F,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016515687979634748
69R,-0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071016565021736043693
70F,-0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017015027202638430
70R,0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017064712821624170
71F,-0.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017103548415261481
71R,0.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017150072479283959
72F,0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017195929136617450
72R,-0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017245635605700552
73F,0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017295158892496518
73R,-0.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017344566304465614
74F,0.41,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017383383354225675
74R,-0.52,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017425618446373127
75F,0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017480964263572805
75R,-0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017523976864976461
76F,0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071017562925352029875
76R,-0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071018005241397072040
77F,-0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071102343035085190416
77R,0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071102385167244006100
78F,0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071102435056768463546
78R,-0.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071102484642228665238
79F,0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071102523959749970376
79R,-0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071102570131716972313
80F,-0.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103015417459481244
80R,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103065012626386281
81F,2.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103114688455461304
81R,-2.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103153123356379300
82F,0.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103195674909516317
83F,0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103250829238818459
83R,-0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103293078703610237
84F,1.59,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103335168996764084
84R,-1.55,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103384559519384247
85F,0.81,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103423255160285953
85R,-0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103470066411194599
86F,2.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103520180784943100
86R,-2.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071103565456487262579
87F,2.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104014984281939261
87R,-2.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104064500766654126
88F,0.91,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104103179993568212
88R,-1.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104145578828638478
89F,0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104200215375722260
89R,-1.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104243549680267076
90F,1.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104285414500277789
90R,-1.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104335574334673379
91F,0.85,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104385536918779700
91R,-0.8,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104435191702652963
92F,0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104484897372764679
92R,-0.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104534390950430650
93F,0.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071104573081138355001
93R,-0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105015197146714607
94F,0.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105065137645816663
94R,-0.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105114795052221855
95F,2.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105164553026373547
95R,-2.75,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105203261883034703
96F,0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105245259519325352
96R,-0.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105294737042902717
97F,0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105344375215754984
97R,0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105383275751953028
98F,0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105425591617692001
98R,-0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105475397517436296
99F,2.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105524993532749214
99R,-1.89,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071105574786190520989
100F,0.68,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106013548826033551
100R,-0.72,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106055779751141157
101F,0.83,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106105366994458165
101R,-0.79,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106155208276352169
102F,0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106205159372440083
102R,-0.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106255112231581008
103F,2.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106305340378535119
103R,-2.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106354892930718986
104F,1.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106404694778867478
104R,-0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106443265612951235
105F,1.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106485271012463782
105R,-1.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106534744109908681
106F,1.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071106573444409150413
106R,-0.85,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071107015575558021742
107F,0.55,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071107065199891726956
107R,-0.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071107114797479580018
108F,1.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071107164404668353790
108R,-1.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071107203886669519326
109F,2.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071107250343161939505
109R,-1.99,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071107293374736640146
110F,0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071107335300028571710
110R,-0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071107385300018589734
38R,-0.87,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071108141245680623547
50R,-0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071108190611958350004
82R,-0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071108265557375976904
111F,0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071108315140588862770
111R,-0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071108365248764533162
112F,0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071108414788505763700
112R,-0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071108453655225049810
113F,1.56,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071108495993137236304
113R,-1.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071108550408153361576
114F,1.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109000449383512455
114R,-0.83,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109045827126633165
115F,1.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109095190211963500
115R,-1.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109145528490346001
116F,1.48,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109195281448345334
116R,-1.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109245023300476560
117F,2.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109295280816439384
117R,-2.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109345060491081837
118F,1.69,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109395496378371782
118R,-1.42,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109444878600969691
119F,0.81,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109494819555630374
119R,-0.81,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109544212685820238
120F,0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071109590839263721147
120R,-0.7,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110045184639729867
121F,1.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110094889679447678
121R,-1.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110144576129159441
122F,1.7,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110183281016186324
122R,-1.79,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110225815296375331
123F,0.67,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110280465440950496
123R,-0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110322872857410208
124F,0.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110364970293501308
124R,-0.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110414680415163365
125F,1.75,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110453628333513156
125R,-1.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110495483169212400
126F,1.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110545426223815394
126R,-1.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071110594549560864949
127F,0.85,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111044240957315869
127R,-1.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111082900625713451
128F,0.42,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111125189725841144
128R,-0.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111174355315127684
129F,0.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111220264362280326
129R,-0.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111265459548301721
130F,1.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111314647136870438
130R,-1.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111364195721110283
131F,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111405899158903549
131R,-0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111455625766940127
132F,0.66,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111505589372987322
132R,-0.7,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071111555034531889972
133F,0.47,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071112515034127732856
133R,-0.6,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071112563303184824811
134F,1.51,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071113004513751245100
134R,-1.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071113060185563685266
135F,0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071113111309821538825
135R,-0.22,https://lilab.jysw.suda.edu.cn/research/PremPS/2021071113162023111640576/set_mutations
136R,-0.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071113211224736352123
137F,1.88,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071113255897397051758
137R,-1.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071113305792805820230
138F,0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071113355283259975599
138R,0.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071113404665866603178
139F,0.82,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071113455646351285143
139R,-0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114042501040989737
141R,-2.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114102525337148990
142F,0.79,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114160686633920290
142R,-0.69,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114240802711912182
143F,0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114293391030370285
143R,-0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114355179118150306
144F,1.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114413678794293597
144R,-0.75,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114460511297939378
147F,0.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114525475815512699
147R,-0.66,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071114583617845700289
149F,0.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071115095407288458590
136F,0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071207381518433542543
140F,-0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071207430952467195777
140R,0.98,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071207474636043686398
141F,2.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071207530570470653418
145F,0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071207584688191248111
145R,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208051120923255014
146F,0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208095575867657977
146R,-0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208150148200244211
148F,1.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208195998726066376
148R,-1.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208245858782509399
149R,-0.7,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208300017718663991
150F,0.47,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208351104610540670
151F,0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208393853776573296
151R,-0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208433582857022400
152F,0.64,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208473826049747050
152R,-0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208513969780514174
153F,0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071208554671491543459
153R,0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209010710637396109
154F,2.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209063436051134205
154R,-1.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209112476377379386
155F,1.96,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209160309342495133
156F,2.94,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209205194447600509
157F,0.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209254337228517873
157R,-0.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209294042094294250
158F,1.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209340989786283109
