id,ddG_DynaMut2,url
22F,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566179679
22R,-1.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566182536
23F,-0.71,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566185748
23R,-2.0,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566188596
24F,-0.97,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566191682
24R,-1.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566194742
25F,-0.39,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566197632
25R,-1.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566200723
26F,-0.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566203414
26R,-0.24,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566206297
27F,0.67,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566209391
27R,-2.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566212485
28F,-0.43,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566215629
28R,-0.62,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566218698
29F,0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566221773
29R,-1.78,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566224833
30F,-0.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566227633
30R,-0.98,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566230628
31F,0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566233695
31R,-0.75,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566236552
32F,-1.89,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566239607
32R,-0.5,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256624266
33F,-0.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566245536
33R,-2.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566248403
34F,-0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256625135
34R,-1.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566254477
35F,-0.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566257758
35R,-2.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566261082
36F,-2.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566264176
36R,-0.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566267423
37F,-0.74,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566270356
37R,-0.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566273216
38F,-1.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566276679
38R,-0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566279535
39F,-0.32,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566282364
39R,-0.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566285449
40F,-1.25,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566288532
40R,-0.88,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566291828
41F,-0.19,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566294684
41R,-0.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566297736
42F,-0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566300785
42R,0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566304287
43F,-1.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566307503
43R,0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566310603
44F,0.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566313285
44R,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566316263
45F,-0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256631957
45R,-1.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256632230
46F,-0.82,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566325612
46R,-0.53,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566328899
47F,-0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566332518
47R,-1.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566335371
48F,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566338701
48R,-1.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566341585
49F,-0.8,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566344615
49R,0.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566347704
50F,0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566350811
50R,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566355248
51F,-0.84,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566358693
51R,-0.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566361828
52F,-2.64,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566364635
52R,-1.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566368072
53F,-2.5,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256637160
53R,0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566374721
54F,-1.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566377859
54R,-1.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566381089
55F,-0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566384105
55R,-0.39,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566387203
56F,-0.76,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566390463
56R,-0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566393593
57F,-2.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566396934
57R,1.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566400138
58F,-0.87,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566403045
58R,-0.62,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566406221
59F,-0.91,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566410456
59R,-0.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566413541
60F,-0.74,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566416563
60R,0.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566419525
61F,-3.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566422724
61R,0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566426054
62F,-1.63,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566429334
62R,-1.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566432627
63F,-2.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566436888
63R,0.82,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566439994
64F,0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566443262
64R,0.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566446356
65F,-0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566449331
65R,-1.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566452421
66F,-1.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566455753
66R,-1.82,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566459003
67F,-0.9,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256646254
67R,-0.83,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566465726
68F,-0.38,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566469054
68R,-1.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566472194
69F,-0.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566475234
69R,-0.5,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566478317
70F,-0.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566481849
70R,-0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566484921
71F,-0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566488062
71R,-0.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566491155
72F,-0.35,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566494694
72R,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566497785
73F,-0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566500711
73R,-0.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566503612
74F,-0.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566506936
74R,-0.58,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566510056
75F,-0.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566513195
75R,-0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256651645
76F,-0.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566519552
76R,0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566523502
77F,-0.87,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566526855
77R,-0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566529663
78F,-0.24,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566532404
78R,-0.83,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566535466
79F,-0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566538514
79R,-0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566541787
80F,-0.17,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566544886
80R,0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566547938
81F,-3.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566551059
81R,-0.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566553813
82F,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566556913
82R,-0.83,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566559722
83F,-0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256656346
83R,-0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256656657
84F,-1.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566569875
84R,-0.59,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566572774
85F,-0.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566575614
85R,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566578967
86F,-1.87,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566581841
86R,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566586031
87F,-1.96,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566588899
87R,-1.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566592196
88F,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566595254
88R,-0.54,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566598367
89F,0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566601238
89R,-0.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566604301
90F,0.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566607139
90R,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566610595
91F,-0.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566613796
91R,0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566616822
92F,-0.38,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566620027
92R,-0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256662317
93F,-0.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566626127
93R,-0.69,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256662940
94F,-0.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566632477
94R,-1.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566635532
95F,-2.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162566638545
95R,-1.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567123744
96F,-0.17,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567127244
96R,-0.67,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567130271
97F,0.24,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567133104
97R,-0.25,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567136157
98F,-1.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567139011
98R,-0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567142082
99F,-3.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567144952
99R,0.32,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567148032
100F,-1.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567150927
100R,-0.67,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567153814
101F,-1.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567156693
101R,-0.69,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567159521
102F,-0.02,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567162616
102R,-0.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567165422
103F,-3.53,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567168254
103R,-0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567171211
104F,-1.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567174291
104R,-0.98,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256717694
105F,-2.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567180237
105R,-0.64,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567182998
106F,-0.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567186309
106R,-0.96,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256718918
107F,-0.96,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567192209
107R,-1.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567195519
108F,-2.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567198488
108R,-0.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567201374
109F,-2.69,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567204257
109R,-0.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567207118
110F,-0.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567209944
110R,-0.92,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567213029
111F,-0.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567216064
111R,0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567219153
112F,0.38,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567222022
112R,-0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567224886
113F,-1.6,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567228259
113R,-1.63,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567231525
114F,0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567235496
114R,-3.07,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256723859
115F,-1.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567241469
115R,-1.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567244575
116F,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256724741
116R,-2.52,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567250294
117F,-3.75,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567253471
117R,0.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567256363
118F,-2.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256725925
118R,0.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567262739
119F,-1.47,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567265611
119R,-1.73,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567268468
120F,-1.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256727153
120R,-1.35,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567274465
121F,-2.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567278359
121R,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567282226
122F,-3.62,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256728565
122R,0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567288772
123F,-1.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567291698
123R,-2.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567294603
124F,-1.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567297626
124R,-0.93,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567300908
125F,-1.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567303751
125R,-1.47,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567307801
126F,-0.63,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567310816
126R,-1.71,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567384765
127F,-2.35,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567387547
127R,-0.8,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567391803
128F,-1.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567394886
128R,-1.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256739820
129F,-1.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567400965
129R,-1.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567404057
130F,-0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567407086
130R,-1.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567409917
131F,1.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567412967
131R,0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567416044
132F,-1.8,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567418873
132R,-0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567421632
133F,-1.92,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567424704
133R,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567427845
134F,-0.69,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567528817
134R,0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567570704
135F,0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567573602
135R,0.78,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567577115
136F,-0.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567580137
136R,0.5,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567583155
137F,-2.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567586179
137R,-0.9,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256758904
138F,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256759251
138R,-1.82,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567595379
139F,-0.35,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567598297
139R,-0.89,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567601123
140F,-1.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567603815
140R,-3.74,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256760678
141F,-2.79,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567609555
141R,-0.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567612443
142F,-1.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567615469
142R,-1.73,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567618491
143F,-0.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567622183
143R,-1.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256762547
144F,-0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567628301
144R,0.25,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567631756
145F,-0.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567634911
145R,-1.89,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567637792
146F,-1.24,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256764086
146R,-0.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567643691
147F,-1.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567647718
147R,-3.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567650597
148F,-1.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567653328
148R,-3.82,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567656478
149F,-1.39,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567660509
149R,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567663359
150F,-1.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567666672
150R,0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567669754
151F,0.51,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567672514
151R,-0.32,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567675539
152F,-1.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567678389
152R,-1.0,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567681012
153F,0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567684021
153R,-0.46,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567687253
154F,-2.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567690741
154R,0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567693612
155F,-1.93,http://biosig.unimelb.edu.au/dynamut2/submit_prediction
155R,-1.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567701723
156F,-3.32,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567705385
156R,0.94,http://biosig.unimelb.edu.au/dynamut2/submit_prediction
157F,-0.74,http://biosig.unimelb.edu.au/dynamut2/submit_prediction
157R,-1.24,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567715888
158F,-0.59,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567719045
158R,-2.24,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567722102
159F,-2.43,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256772536
159R,-0.25,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256772863
160F,-3.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256773150
160R,0.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567734529
161F,-0.99,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567737286
161R,-1.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567740158
162F,-0.47,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567742999
162R,-1.43,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567745688
163F,-1.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567748361
163R,-3.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567751227
164F,-2.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567754072
164R,-1.24,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256775691
165F,-1.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567760012
165R,-2.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567763335
166F,-2.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567765986
166R,-1.25,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567768847
167F,0.71,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567771759
167R,-2.6,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567774698
168F,0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567777664
168R,-2.04,http://biosig.unimelb.edu.au/dynamut2/submit_prediction
169F,0.43,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567783666
169R,-0.71,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567786993
170F,-1.61,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567790054
170R,-1.58,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567793326
171F,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567796376
171R,-0.71,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567799558
172F,-1.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567802553
172R,-1.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567805517
